ALPINE MEDICAL CENTRE,"ARTHUR SSEBUKO,EDWIN MUSINGUZI",DR SSEBUKO A & DR MUSINGUZI E,,,,,"GAYAZA ROAD, KANYANYA",KAWEMPE,,KAMPALA
ALPINE MEDICAL SERVICES,KISA NICHOLAS,DR KISA NICHOLAS,KIBUYE,,MAKINDYE,KAMPALA,,,,
AL-SHAFA MODERN HOSPITAL CENTRE,AL-SHAFA MODERN HOSPITAL LIMITED,DR ANILA NAZEER,"1,DR LUCILLE ROAD",,GULU MUNICIPALITY,GULU,,,,
ALTERNATIVE MEDICINES CENTRE,ALTERNATIVE MEDICINES CENTRE LTD.,DR AGOLOR CUTHBERT,"8/10, MUGURUSI RD",,SOUTH,KABAROLE,,,,
AMAANI CLINIC,BUSIGYE JUNE,DR BUSINGYE JUNE,KUNYA,,NAKAWA,KAMPALA,,,,
AMADEO CLINIC,DEMBE MARGARET,DR MUDDU MARTIN,"32, LUBAS RD",JINJA EAST,JINJA CENTRAL,JINJA,,,,
AMAI COMMUNITY HOSPITAL,UPMB,DR ALIGA SIMON,"2968, LOWER KISUGU",,MAKINDYE,KAMPALA,,,,
AMANI MEDICAL CENTRE,AMANI MEDICAL CENTRE,DR MUBARAK NASUR,NEW MARKET,,NAKAWA,KAMPALA,,,,
AMAR MEDICAL CENTRE,AMAR MEDICAL CENTRE LIMITED,DR KOKA SREEDEVI,NALUKOLONGO,,LUBAGA,KAMPALA,,,,
AMATSIKO HEALTHCARE CLINIC,MASASI JOASH,DR BEKUNDA BEKKY,,,,,AMAI,APUTI,KYOGA,AMOLATAR
AMATSIKO MEDICAL CENTRE,MATSIKO OWEN,DR BEKUNDA BEKKY,"3C,ARUA ROAD",,YUMBE TOWN COUNCIL,YUMBE,,,,
AMBROSE MEDICAL CENTRE,NANSANA CHILD AND FAMILY HEALTHCARE DEVT,DR MAKUMBI KABANDA TIMOTHY,"30, HANNINGTON RD",,CENTRAL,KAMPALA,,,,
AMBROSOLI MEMORIAL CLINIC,ORYEM VINCENT YOMAN,DR ORYEM VINCENT Y,,,,,KATERERA T/C,KATERERA,,BUSHENYI
AMUCA SDA HEALTH CENTRE III,UPMB (SDA),DHO LIRA,BUTERANIRO,,NDEJA,MBARARA,,,,
AMUCU HEALTH CENTRE,UCMB,DHO,,,,,"7,OCHIENG ZONE",NABWERU,,WAKISO
AMUDA HEALTH CENTRE II,REGISTERED TRUSTEES OF LIRA DIOCESE,DHO DOKOLO,"8, STREET, KISUGU",KISUGU,MAKINDYE,KAMPALA,,,,
AMUDAT HOSPITAL,KARAMOJA DIOCESE,DR SAGAKI PATRICK,,,,,OLAKA,LIRA,ERUTE,LIRA
AMURIA COU HC II,UPMB,DR ONYIGE THOMAS ACQUINAS,,,,,AMUCU,APEDURU,,AMURIA
AMURIA FAMILY HEALTH CARE/ NURSING HOME,EUMU SILVER,DR EUMU SILVER,,,,,AMUDA,AGWATA,DOKOLO,LIRA
AMURU HEALTH CENTRE III,UCMB,DHO,,,,,AMUDAT,AMUDAT,POKOT,AMUDAT
AMUSUS C.B.O.,UPMB (CBO),DR KATAWERA ANDREW,,,,,WILLA ATUKITUK,KUJU,AMURIA,KATAKWI
ANAKA MODERN CLINIC,ONEN OLWEDO,DR ONEN OLWEDO,AMURIA,,AMURIA TOWN COUNCIL,AMURIA,,,,
"ANDRE MEDICAL CENTRE, BUNJOJO",AGABA STEPHEN,DR RUHWEZA JOHN FRIDAY,,,,,PAGAK,AMURU,KILAK,AMURU
ANDRENA MEDICAL CENTRE,MAGIMBI ANDREW,DR ABALA CATHERINE,,,,,ARITEI TRADING CENTRE,KUJU,,KATAKWI
ANDREW MEDICAL CENTRE,MWOROZI E.A.,DR MWOROZI E A,"21, GULU-PAKWACH RD",P'DUNY KAL,ANAKA,GULU,,,,
ANERALIBI HEALTH CENTRE,MEDICAL AID UGANDA,DR ODONGO ISAAC,,,,,BUNJOJO,KIBIITO,BUNYANGABU,KABAROLE
ANGAL ST. LUKE HOSPITAL,UCMB,DHO,,,,,KYEBANDO,WAKISO,,WAKISO
ANGEL CLINIC,KYAKWAIRE MAIMUNA,DR LUBWAMA FREDDIE MOSES,"1, BOMBO RD, SURE HOUSE",,CENTRAL,KAMPALA,,,,
ANGEL HEALTH CLINIC,WAMALA CHARLES,DR WAMALA CHARLES,,,,,ANERALIBI,KWERA,DOKOLO,LIRA
ANGEL MEDICAL CENTRE,ANGEL MEDICAL CENTRE LIMITED,DR SSEWAGUDDE MUSOKE HERMAN,,,,,ALUKA,NYARAVUR,PADYERE,NEBBI
ANGELINA XYZ MEDICAL CENTRE,TWA-TWA JEREMIAHS,DR TWA-TWA JEREMIAHS,NAMASUBA TC,,MAKINDYE SABBAGABO,KAMPALA,,,,
ANGEL'S GIFT CLINIC,NABUKENYA AIDAH,DR NAKANWAGI KATALEMWA LUBEGA HAAWA,,,,,KYALIWAJALA,KIRA,,WAKISO
ANGELS OF HOPE CLINIC,ANGELS OF HOPE INC.,DR MAMBULE KIGGUNDU IVAN,"134,BUKOTO",,KAWEMPE,KAMPALA,,,,
ANGELS OF HOPE SOROTI,ANGELS OF HOPE,DR ODEKE FRANCIS,"107, NABUTI RD",,MUKONO TOWN COUNCIL,MUKONO,,,,
ANKOLE ESTATE  CLINIC H.C. II,ANKOLE TEA ESTATE,DR IDIPO DANIEL,,,,,NDEJJE TRADING CENTRE,LUFUKA,,WAKISO
ANNAMARIA CHILDREN'S MEDICAL CENTRE,MULANGWE INVESTMENTS AND KIGONYA PAUL,DR KIGONYA PAUL,,,,,MATUGGA,GOMBE,KASANGATI,WAKISO
ANNBELL HEALTH CARE CLINIC,MUHINDO PATRICK,DR NAMUGGA JANE,,,,,ACOMA,GWERI ABELET,SOROTI,SOROTI
ANNIE MEDICAL CENTRE,NAMAYAZA ANNET KATUMWA,DR NALUGYA SERUNJOGI JOYCE,,,,,MASHONGA,KYAMUHUNGA,IGARA WEST,BUSHENYI
ANOINTED LIGHT MEDICAL SERVICES,ANOINTED LIGHT MEDICAL SERVICES (ALMS),DR MAKUMBI TIMOTHY,"1080,SSEGUKU",,SSEGUKU TRADING CENTRE,WAKISO,,,,
ANOSHUA MEDICAL CENTRE,KUULE JULIUS KABBALI,DR KUULE JULIUS KABBALI,KIRINYA ROAD,,KAWEMPE,KAMPALA,,,,
ANYAVU HEALTH CENTRE II,UPMB,DHO,"BUKERERE ROAD,SEETA",,SEETA,MUKONO,,,,
ANYIRIBU HEALTH CENTRE III,UPMB,DHO ARUA,"84/85,BOMBO RD",WANDEGEYA,KAWEMPE,KAMPALA,,,,
ANZOA CLINIC,ECHIMA PASCAS,DR MABISIA DOMINICA LIRI,KISAASI RD,BUKOTO I,NAKAWA,KAMPALA,,,,
AOET HEALTH CENTRE,AOET-UGANDA,DR WAAKO JAMES,,,,,ARUA,LOGIRI,,ARUA
APAC MEDICAL CENTRE,APAC MEDICAL CENTRE LIMITED,DR OMO ALFRED,,,,,PEERA,ANYIRIBU,MADI,ARUA
APAC MEDICAL CENTRE K'LA BRANCH,APAC MEDICAL CENTRE LIMITED,DR OMO ALFRED,,ADJUMANI TOWN COUNCIL,EAST MOYO,ADJUMANI,,,,
APAC MEDICAL CLINIC,OJOK SAMUEL,DR OJOK SAMUEL,"WANYANA ROAD, BUGEMBE",,MUNICIPALITY,JINJA,,,,
APAC MEDICAL PRACTICE,ALYAI JOHN ALFRED,DR ALYAI JOHN ALFRED,APAC,,APAC TOWN COUNCIL,APAC,,,,
APOSTOLIC MEDICAL CENTRE,MULWANI ERISA MEYWA,DR MULWANI ERISA MEYWA,KAWEMPE,,KAWEMPE,KAMPALA,,,,
APPOINTED HARVESTERS MEDICAL CENTRE,APPOINTED HARVESTERS MINISTRY,DR KIGULA DAVIS,,WESTERN,APAC TOWN COUNCIL,APAC,,,,
ARCAF TRINITY MEDICAL CENTRE-NAJJERA,KAGWIRE FRED,DR KAGWIRE FRED,"7, ODORA LANE",WESTERN,,APAC,,,,
ARCHIBISHOP JOSEPH CABANA HEALTH CENTRE,UCMB,DHO MASAKA,MINAKULU,,MINAKULU,OYAM,,,,
ARCHIBISHOP KIWANUKA MAYIRYE HEALTH CENTRE III,UCMB,DHO,,,,,NATETE,RUBAGA,,KAMPALA
ARIPEA HEALTH CENTRE III,UCMB,DHO,,,,,NAJJERA TRADING CENTRE,KIIRA,,WAKISO
ARISE  AND SHINE FAMILY CLINIC,AHABWE GRACE,DR KAGURUSI PATRICK TUMUSIIME,,,,,SSUNGA,BUKAKATA,BUKOTO EAST,MASAKA
ARISE NOW HEALTH CENTRE,ARISE NOW UGANDA (NGO),DR BYAMUKAMA AGABA VENANSIO,,,,,MAYIRYE,KAKINDU,BUSUJJU,MITYANA
ARIZONA CLINIC,KAYIZZI JAMES,DR MULOWOOZA MICHAEL,,,,,ARIPEA,ALIVU,MARACHA,MARACHA
ARK MEDICAL CENTRE,MULUMBA SIRAGI,DR KIYIMBA ACHILLEO,KYANJA,,NAKAWA,KAMPALA,,,,
AROCHA CLINIC CENTER AND LAB.SERVICES,ANOKBONGO W.W.,PROF ANAKBONGO W W,KIRA TOWN COUNCIL,,KIIRA,WAKISO,,,,
AROCHA CLINIC CENTRE,ANOKBONGO W.W.,PROF ANOKBONGO W W,,,,,MUTUNDWE,,BUSIRO,WAKISO
AROH HEALTH CENTRE,AIM FOR RESTORATION OF HOPE(AROH-UGANDA),DR NABANGI CHARLES,WASWA ZONE KIBUYE 1,,MAKINDYE,KAMPALA,,,,
AROMA HEALTH CARE CLINIC,YOLYANAYE RUTH,DR KITIMBO WYCLIFFE DAVID,,,,,AROCHA,ADUKU,KWANIA,APAC
"AROMA HEALTH CENTRE, NAMULESA",AROMA HEALTH SERVICES INTERNATIONAL,DR KITIMBO W. DAVID,"KATAZA, MUMIAS RD",,NAKAWA,KAMPALA,,,,
ARTHUR'S CLINIC,NAMATA PROSCOVIA,DR SEKALEGGA JAMES,,,,,MAGADA,IMANYIRO,,MAYUGA
ARUA IMAGING AND MEDICAL CENTRE,MUBARAK NASUR,DR MUBARAK NASUR,"11, NEW NAKIVUBO ROAD",,CENTRAL,KAMPALA,,,,
ARUA MEDICAL & MATERNITY CENTRE,APANGU PONTIUS,DR. APANGU PONTIUS,,,,,BUGEMBE,MAFUBIRA,BUTEMBE,JINJA
ARUA MEDICAL AND RADIOLOGY CENTRE,DEBO RONALD,DR ANIKU GILBERT,KAMPALA,,RUBAGA,KAMPALA,,,,
ASABA'S CLINIC,NANYONGA LUKIA,DR LUKOYE DEUS,"24, ARUA",,MUNICIPALITY,ARUA,,,,
ASHA CLINIC,KAYIMA JAMES,DR KAYIMA JAMES,ADUM ROAD,,ARUA MUNICIPALITY,ARUA,,,,
ASHOCK DENTAL CLINIC,MAGOOLA ABDU MAFABI,DR MAGOOLA ABDU MAFABI,"5,MARKET LANE",BAZAAR,ARUA HILL DIVISION,ARUA,,,,
ASHOCK HEALTH CARE,MAFABI ABDU MAGOOLA,DR NABUKEERA NICOLETTE BARUNGI,MAKINDYE I,,MAKINDYE,KAMPALA,,,,
ASHOCK MEDICAL CENTRE,NSUBUGA MUHAMED,DR NABUKEERA NICOLETTE BARUNGI,,,,,NAMASUBA-KIKAJJO,MAKINDYE,SABAGAGO-MAKINDYE,WAKISO
ASHURA MEDICAL CENTRE,ASHURA MEDICAL CENTRE,DR NAIWUMBWE HALIMA,"MULAGO, KAFEERO ZONE",,KAWEMPE,KAMPALA,,,,
ASIIKA CLINIC,KALULE DAN,DR ALIA GODFREY,MULAGO,KAFERO,KAWEMPE,KAMPALA,,,,
ASIIKA OBULAMU MEDICAL CENTRE III,KINONI MUSLIM COMMUNITY,DHO-LWENGO,,,,,KAYUNGA T/CENTRE,WAKISO,,WAKISO
ATARO MEDICAL CENTRE,AYELLA ATARO PAUL STEPHEN,DR AYELLA ATARO PAUL STEPHEN,BUSEMBATIA,,MARKET WARD,IGANGA,,,,
ATIIRA MEDICAL CENTRE,ELIMU PETER,DR EPIDU CALVIN,,,,,NKUNGULUTALE,SSISA,BUSIRO,WAKISO
ATOM MEDICAL CENTRE LIMITED,ATOM COMMUNITY BASED ORGANISATION,DHO,,,,,KINONI,KINGO,BUKOTO SOUTH,LWENGO
ATRIUS MEDICARE,WITTO SARAH GIFT,DR ERASMUS OKELLO EREBU,"51B, EDEN ROAD",,MUNICIPALITY,GULU,,,,
ATUHONYA MEDICAL AND MATERNITY CENTER,BARASA ALEX WANYAMA / NALUMANSI RUTH,DR BARASA ALEX WANYAMA,,,,,APOKOR,ATIIRA,SERERE,SOROTI
AVE MARIA,BUKONYE GENEVIVE,DR NAMBASSI NKALUBO NICK,,,,,SEGUKU,MAKINDYE,MAKINDYE-SABAGABO,WAKISO
AVE MARIA,OKELLO PATRICK,DR OKELLO PATRICK,"1351,LONG JINJA ROAD",,KIRA TOWN COUNCIL,WAKISO,,,,
AVICENNA DENTAL CENTRE,ASHIBU MOHAMMED,DR ASHIBU MOHAMMED,"15,STRETCHER ROAD",,NAKAWA,KAMPALA,,,,
AVID MEDICAL CARE,AVID LOGISTICS LIMITED,DR LUKOYE DEUS,,,,,OLAGARA,KATETA,SERERE,SOROTI
AWELO ARCHDEACONARY HEALTH CENTRE II,DIOCESE OF LANGO,ALELE WILLIAM ERASMUS,,,,,MINAKULU T/C,MINAKULU,,OYAM
AWELO HEALTH CENTRE,MEDICAL AID UGANDA/ANCC,DR ODONGO ISAAC,"27,PALLISA RD",HOSPITAL WARD,NORTHERN,MBALE,,,,
AWOJA MEDICARE NURSING HOME,WAKAMUKE ELIJAH,DR WAKAMUKE ELIJAH,BANDA,,NAKAWA,KAMPALA,,,,
AWONYA MEDICARE CLINIC,KAYIZZI LAWRENCE,DR NABETA HENRY,,,,,AWELO,AWELO,,AMOLATAR
AYE COMMUNITY HEALTH CLINIC,AMOO VENTORINA,DR ORECH CHRISTOPHER,,,,,DOKOLO,KANGAI,DOKOLO,LIRA
AYEBARE CARE CLINIC,BNYANGOMA CRISPINE,DR LUKOYE DEUS,"23A, SOLOT AVENUE",CENTRAL,EASTERN,SOROTI,,,,
AYIRA HEALTH SERVICES,OPIO PATRICK ANDREW,DR OPIO PATRICK ANDREW,LUWERO,,LUWERO TOWN COUNCIL,LUWERO,,,,
"A-Z CHILDREN'S CHARITY,KASSENGEJJE CLIN.",A-Z CHILDREN'S CHARITY,DR KASOZI FRANCIS MBALIRE,,,,,ONGOR T/C,LORO,OYAM,LIRA
A-Z MEDICAL CENTRE,A-Z CHILDREN'S CHARITY ORGANISATION,DR IRISO ROBERT,KIBULI KIWAFU ZONE,,MAKINDYE,KAMPALA,,,,
AZIRA CLINIC,AZIREMBUZI MIRIAM,DR AYIKO BEN JACKSON,LIRA,OMITO,ADYEL,LIRA,,,,
AZUR CHRISTIAN CLINIC IV,BUNYORO KITARA DIOCESE,DHO,,,,,KASSENGEJJE,WAKISO,BUSIRO,WAKISO
B AND C CLINIC,DRAJORU CLARE AND BETTY ENZARU,DR WORODRIA WILLIAM,NANSANA,,WAKISO T/C,WAKISO,,,,
B B HEALTH CENTRE,BEKUNDA BEKKY,DR BEKUNDA BEKKY,,,,,ENTEBBE KAMPALA ROAD,KATABI,BUSIRO,WAKISO
B C CLINIC WITH DIAGNOSTIC SERVICES,NDOLERIIRE CHRISTOPHER,DR SSEKITOLEKO ANDREW,,,,,BUGAMBE RD WESTERN WAR,HOIMA MUNICIPALITY,HOIMA,HOIMA
B M CLINIC,MULINDWA HOPE GRACE,DR MULINDWA HOPE GRACE,KYEBANDO RD,KATAZA,NAKAWA,KAMPALA,,,,
B.H.C SURGERY,TUUNDE STEPHEN,DR TUUNDE STEPHEN,,,,,KABIRISI ROAD,ISHAKA TOWN COUNCIL,BUSHENYI,BUSHENYI
B.K CLINIC,TURYABIRIRA ZEPHLINE,DR TURYABIRIRA ZEPHLINE,KAMWOKYA,KAMWOKYA PARISH,CENTRAL,KAMPALA,,,,
B.M FAMILY MEDICAL CENTRE,MWESIGWA BOAZ,DR LWEMBAWO JOSEPH,,,,,OLD NAMUGONGO,KIREKA,KIREKA,WAKISO
B.M. MEDICAL CLINIC,BYAMAGERO S. MOSES,DR BUWEMBO KAKANDE BADRU,"29/31, PALLISA ROAD",,MUNICIPALITY,MBALE,,,,
B.O.N MEDICAL CENTRE,OPWONYA DAVID,DR OPWONYA DAVID,MULAGO,,KAWEMPE,KAMPALA,,,,
B.R. CONSULTANTS CLINIC,TAMALE MUSOKE DANIEL,DR MUJABI J.F.B.,,,,,KAWANDA,NABWERU,,WAKISO
BABIRUNGI MADICAL CLINIC,SARAH BALIRUNO,DR KIGGUNDU DANIEL,LUKULI,LUKULI ZONE,MAKINDYE,KAMPALA,,,,
BABIRUNGI MEDICAL CLINIC,NAKIRE SARAH BALIRUNO,DR BITIMWINE HARRIET,NAKAWA,,NAKAWA,KAMPALA,,,,
BABITA MEDICAL CENTRE,KIIDHA JOHN,DR KAZIBWE SIMON,KATWE,,MAKINDYE,KAMPALA,,,,
BACK TO GOD MEDICAL CENTRE,BACK TO GOD EVANGELISTIC ASSOCIATION,DR NABUKEERA NICOLETTE,"SEBBOWA ZONE, KIWATULE",,NAKAWA,KAMPALA,,,,
BADDA CLINIC,KAFEERO CLARE,DR KAFEERO CLARE,LUGOBA,,NABWERU,WAKISO,,,,
BAGA COMMINITY MEDICAL CENTRE,BAGAMBE YOROKAMU,DR ARAALI M.C,NAMUGOONA,,LUBAGA,KAMPALA,,,,
BAHAMAGARA CLINIC,MUSONGYA YOVAN BWAMBALE/ BALUKU JIMMY,DR MUTOORO M SAM,"865/867, HOIMA RD",BUKESA,RUBAGA,KAMPALA,,,,
BAHAMAGARA MEDICAL CLINIC,MUMBERE SAM,DR MUTOORO MUHUMUZA SAMUEL,"28, LUWUM STREET",LUWUM,CENTRAL,KAMPALA,,,,
BAI HEALTH & MEDICAL INTERNATIONAL CENTR,RUKHSHANI KARMALI,DR KIGONYA PAUL,,,,,NYAKASHARARA,KENSHUNGA,NYABUSHOZI,KIRUHURA
BALUNGI CLINIC,BALUNGI THADDEUS COS,DR BALUNGI THADDEUS COS,,,,,RUBIRIZI,KATERERA,BUNYARUGURU,RUBIRIZI
BAMBI MEDICAL CONSULTANTS,JOMBWE JOHASHAPHAT,DR JOMBWE JOHASHAPHAT,,,,,KAZO TRADING CENTRE,KAZO,,KIRUHURA
BAMU HOSPITAL,BAMUCOSER (CBO),DR MUHUMUZA ELLY,"1/3/5, RASHID KHAMIS RD",,CENTRAL,KAMPALA,,,,
BAMUGI CLINIC,BAGUMA J. KILOLO,DR MUGISHA OKELLO JOSEPH,,,,,BULAGA T/C,WAKISO,WAKISO,WAKISO
BAMUNANIKA MEDICAL CENTRE,MUGABA ARAFAT,DR SSEMANDA DAN,,,,,MULAGO II,KAWEMPE,,KAMPALA
BAMUSUUTA HC II,AFRICAN EVANGELISTIC ENTERPRISE,DR MAYEGA ROY WILLIAM,,,,,MATEETE,MATEETE,MAWOGOLA,SEMBABULE
BAMUTURAKI INTEGRATED MEDICAL CLINIC,BAMUTURAKI MOSES,DR SESSANGA KADDU STEPHEN,,,,,MADDU,MADDU,GOMBA,MPIGI
BANDA CLINIC,SSALI JOHN CHRYSOSTOM,PROF SSALI JOHN CHRYSOSTOM,,,,,BAMUNANIKA,TRADING CENTRE,,LUWERO
BANDA COMMUNITY CARE CLINIC,IKEDIT MARY TERESA,DR AKOL ZAINABU,,,,,BAMUSUUTA,KIBOGA TOWN COUNCIL,KIBOGA TOWN COUNCIL,KIBOGA
BANDA COMMUNITY CLINIC,KUKIRIZA ENOCK,DR KUKIRIZA ENOCK,,,,,MUSANDANA,NOMBE,NTOROKO,NTOROKO
BANDA DENTAL CLINIC,KAFEERO CLARE,DR KAFEERO CLARE,"SURE HOUSE, BOMBO RD",,CENTRAL,KAMPALA,,,,
BANDA LIFE CARE CLINIC,AMAGORO HELLEN,DR AKOL ZAINAB,BANDA ZONE 4,,NAKAWA,KAMPALA,,,,
BANDA LIFE CLINIC,OKELLO EKARUBOIT,DR AKOL ZAINAB,BANDA,,NAKAWA,KAMPALA,,,,
BANGI COMMUNITY CARE CLINIC,NAMIREMBE ANNET,DR TAMALE WILLIAM STONIA,"29, ENTEBBE ROAD",,MAKINDYE,KAMPALA,,,,
BANGI HEALTH CARE,NDIWALANA BERNARD SEKABIRA,DR NDIWALANA BERNARD,"9,BANDA",,NAKAWA,KAMPALA,,,,
BANK OF UGANDA STAFF CLINIC,BANK OF UGANDA,DR NSEREKO TENDO B,BANDA,,NAKAWA,KAMPALA,,,,
BANYENZAKI MEMORIAL HEALTH SERVICES,BANYENZAKI HENRY,DR OSINDE MICHAEL,"NATEETE, MACKAY ROAD",,RUBAGA,KAMPALA,,,,
BANYESIGA CLINIC,NYIKIRIZA MARGRET,DR SSENTAMU SSEMULEME LAWRENCE,,,,,BUNAMWAYA,MUTUNDWE,MUTUNDWE,WAKISO
BAR AKALO RURAL HEALTH CENTRE,ALELE WILLIAM ERASMUS,DR ALELE WILLIAM ERASMUS,"76-78, WILLIAM STREET",,CENTRAL,KAMPALA,,,,
BARAK MEDICAL CENTRE,HANIFAH NAAMALA SENGENDO,DR HAFISWA KASULE KYAMBADDE,,,,,KIYEBE,IKUMBA,KABALE,KABALE
BARBRAAH'S MEDICAL CLINIC,ASABA KYALIMPA BARBARA,DR MUGWANYA EDWARD,,,,,BUKUYA,KITUMBA,BUKUYA,MUBENDE
BARON MEDICAL CENTRE,MUHWEZI MOSES,DR MUHWEZI MOSES,,,,,BAR AKALO,BAR AKALO,,APAC
BASE HEALTH CLINIC,MUSOKE CELESTINE,DR MUSOKE CELESTINE,"2, SNAY BIN AMIR RISE",,CENTRAL,KAMPALA,,,,
BASIC MEDICAL CENTRE,FUALAL JANE ODUBU,DR FUALAL JANE ODUBU,OCHIENG ZONE 1,NANSANA,WAKISO,WAKISO,,,,
BASIL'S DENTAL CLINIC LIMITED,BATARINGAYA GEOFFREY,DR BATARINGAYA GEOFFREY,BANDA TRADING CENTRE,,NAKAWA,KAMPALA,,,,
BASIRIKA CLINIC,MUHUMUZA MICHEAL EDGAR,DR MUHUMUZA MICHEAL EDGAR,NAKIFUMA,,KIMENYEDDE,MUKONO,,,,
BASK MEDICAL CENTRE,BAJJANIBERA K. SIMON,DR OKIROR PAUL OLOL,"59, KAWEMPE",,KAWEMPE,KAMPALA,,,,
BASSY MEDICAL CENTRE,KENYONYOZI M.,DR AGABA ELLY,"64A,PRINCE CHARLES DRIVE",KOLOLO,CENTRAL,KAMPALA,,,,
BATEK MEDICAL CENTRE,TUSABE CHRISTINE,DR LWANGA ISAAC,"702, KATWE I RD",KARWE I,MAKINDYE,KAMPALA,,,,
BATHESDA HEALTH CENTRE II,LANGO ORPHANS' SCHOLARSHIP TRUST,DR OREMO OJEDE ROBERT,KITIMBWA,,KITIMBWA,KAYUNGA,,,,
BATH-SHEBA CLINIC,BUKENYA PHOEBE,DR BUKENYA GEORGE WILLIAM,KAKOBA RD,KAKOBA,KAKOBA,MBARARA,,,,
BAYOP CLINIC AND LABORATORY,ORYEMA PAUL & BAYEGA ANTHONY,DR KWESIGA BENON,,,,,KATIKAMU,WOBULENZI,,LUWERO
BAZADDE CLINIC,LUGGYA D.M.,DR D M LUGGYA,LIRA,,ADYEL,LIRA,,,,
BAZIBUMBIRA KWATIKA,LULE HARUNA,DR LULE HARUNA,"23, NJOGEZI ROAD",BUTEBE,KAUGA,MUKONO,,,,
BAZIRA MEDICAL CENTRE,KIBALAMA JOHN,DR KINTU LUWAGA RONALD,,,,,KAJJANSI,MAKINDYE SABAGABBO,,WAKISO
BBANDA HEALTH CENTRE,KABASUMA MAANYI 2000,DHO,,NATEETE,RUBAGA,KAMPALA,,,,
BBIRA HEALTH CENTRE,UPMB,DR KASOZI FRANCIS MBALIRE,,,,,KIBIBI,KIBIBI,,BUTAMBALA
BBUNGA MATERNITY HOME,NAMAZZI LUBEGA MAGDALEA,NANYONGA JALIA,"701, NABWERU RD",BWAISE III,KAWEMPE,KAMPALA,,,,
BEACON MEDICAL CENTRE,PILGRIM UGANDA,DR KHINGI AVUA BEN HESED,,,,,BANDA,MAANYI,BUSUJJU,MITYANA
BEATRICE MEDICAL SERVICES II,RASHIDAH NAJJUKA,DR KADAAGA HENRY FRANCIS,,,,,NAKABUGO,MUMYUKA/WAKISO,BUSIRO EAST,WAKISO
BEATRICE TIERNEY HEALTH CENTRE,ARLINGTON ACADEMY OF HOPE,DR UMPHREY LISA,"244,BBUNGA,KAWUKU ROAD",BBUNGA,MAKINDYE,KAMPALA,,,,
BEATRICE TIERNEY HEALTH CENTRE,ARLINGTON ACADEMY OF HOPE,DR WAMASEBU GIDEON S.,"95B, OLD MBALE ROAD",PAMBA,,SOROTI,,,,
BECA'S CLINIC,LUKOMA MICHEAL,DR LUKOMA MICHEAL,KAMPALA,,KAWEMPE,KAMPALA,,,,
BECK'S CLINIC,KAYIWA-KIZZA FRANCIS,DR KALUNGI SAM,,,,,BUSONJE,BULUCHEKE,MANJIYA,BUDUDA
BEERSHEBA CLINIC,NAKAZIBWE SYLIVIA & MUNIIRWA ELLY,DR NAKAZIBWE SYLIVIA LINNA,,,,,BUTINDUYI,BUPOTO,BUBULO EAST,MANAFWA
BEGUMANYA AND CHRIS DENTAL PRACTICE,MWESIGYE INNOCENT,DR MWESIGYE INNOCENT,KAZO,,KAWEMPE,KAMPALA,,,,
BEIJING CLINIC/FAYI INTERNATIONAL,HAN QIANG,DR HAN QIANG,LUFULA,NABWERU ROAD,KAWEMPE,KAMPALA,,,,
BENDO MEDICAL CENTRE & LABORATORY,NYAKETCHO JULIET ODOI,DR AHIMBISIBWE DEAN ISRAEL,"401, KANSANGA",,MAKINDYE,KAMPALA,,,,
BENEDICT MEDICAL CENTER,TRUSTEES OF KAMPALA ARCHIDIOCESE,DHO,"14,MASAKA ROAD",KAKOBA,NYAMUTYOBORA KAKOBA,MBARARA,,,,
BENEDICT MEDICAL CENTRE,ARUBAKU LADA GEOFFREY,DR ARUBAKU LADA GEOFFREY,KISUGU,,MAKINDYE,KAMPALA,,,,
"BENEDICTINE EYE HOSPITAL, TORORO",BENEDICTINE MONASTERY,DR ARACH PROSCOVIA,BANDA RD,,NAKAWA,KAMPALA,,,,
BENGRET MEDCARE CENTRE,SERUNJOGI MARGARET,DR AJOK FLORENCE,LUZIRA,,NAKAWA,KAMPALA,,,,
BEN-LIFE CARE CLINIC,MUGUME BENON,DR LUBWAMA FREDDIE MOSES,,,,,"54,MOYO",MOYO TOWN COUNCIL,,MOYO
BEPAL MEDICAL CLINIC,NAKITYO MOLLY,DR LUBULWA SSESANDA EDWARD,"M44, KWAPA RD",,MUNICIPALITY,TORORO,,,,
BERNADATTE FAMILY CLINIC,KIGGUNDU SPIRE,DR NYENJE DAVID,,,,,MATUGGA,GOMBE,KYADONDO,WAKISO
BESTMED MEDICAL CENTRE,DIRISA SEMAKULA,DR DIRIISA SEMAKULA,LUGOBA NORTH,,NANSANA TC,WAKISO,,,,
BESUSEBBA HEALTH CENTRE III,BREAD OF LIFE MISSION,DR KASOZI MBALIRE FRANCIS,NATEETE,,RUBAGA,KAMPALA,,,,
BESUSEDA MEDICAL CENTRE,KALANGE REBECCA,DR WAISWA STEPHEN,,,,,ZZANA,SABAGABO,MAKINDYE,KAMPALA
BESUSEDA MEDICAL CENTRE,REBECCA KALANGE,DR WAISWA STEPHEN,"279, SIR APPOLO KAGGWA RD",,CENTRAL,KAMPALA,,,,
BETA HEALTH MEDICAL CENTRE,KINTU DENIS,DR KINTU DENIS,,,,,NSANGI,NSANGI,BUSIRO,WAKISO
