UGANDA MEDICAL AND DENTAL PRACTITIONERS COUNCIL,,,,,,,,,,,,,,,,,,,,,,
OPERATING LICENCE REGISTER AS OF 31/12/2016,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Reg No.,Name,Owner ,Supervisor ,Plot,Ward,Division,District,Village,Sub County,County,District,Category Of Health Unit ,Health Unit Status,Number of Beds,Laboratory Services,X-ray Services,Radiotherapy Services,Ambulance Services,Other Services,Receipt No.,Serial No.,OL 2016
HUM0431,MUZITO DMU,NAMIGADDE ERUSA,DR NAKANWAGI BENEDICTA,,,,,KYOTERA,KASALI,KYOTERA,RAKAI,Medical,Out Patient and In Patient ,10,Yes,No,No,No,"MCH,FP,IMMUNIZATION",18086,2,05/01/16
HUM0440,MWENGE TEA ESTATE CLINIC,McLOEDSRUSSEL (U) LIMITED,DHO,,,,,KYAKITOJO,KYARUSOZI,MWENGE,KYENJOJO,Medical,Out Patient and In Patient ,20,Yes,No,No,Yes,ART SERVICES,42513,623,22/03/16
HUN0005,NABBINGO PARISH HEALTH CENTRE,KAMPALA ARCHDIOCESE,DHO,,,,,NABBINGO,NSANGI,,WAKISO,Medical,Out Patient and In Patient ,7,Yes,No,No,No,MATERNITY,22206,1621,27/06/16
HUN0218,NAJJERA HOSPITAL,MAKOBORE PATSON,DR MAKOBORE PATSON,"726,NAJJERA",,KIIRA TOWN COUNCIL,WAKISO,,,,,Medical and Dental ,Out Patient and In Patient ,20,Yes,Yes,No,Yes,"FP,IMMUNIAZTION",18660,257,27/01/16
HUN0024,NAKASERO HOSPITAL,NAKASERO HOSPITAL LIMITED,DR LUZIGE SIMON SEKIGANDA,"14A, AKII BUA ROAD",,CENTRAL,KAMPALA,,,,,Hospital ,Out Patient and In Patient ,81,Yes,Yes,Yes,Yes,"FP,IMMUN,PHYSIOTHERAPY",19781,420,18/03/16
HUN0025,NAKASERO MEDICAL CENTRE,U.M.M.D,DR LUWAGA AHMED KASUMBA,"SNAY BIN AMIR ST,NAKASERO",,CENTRAL,KAMPALA,,,,,Medical and Dental ,Out Patient ,,Yes,Yes,No,No,,18511,652,03/02/16
HUN0026,NAKASOJJO INTEGRATED HEALTH CENTRE II,UCMB,DHO,,,,,NAKASOJJO,BUWUNGA,BUKOTO,MASAKA,Maternity,Out Patient and In Patient ,7,Yes,No,No,No,HCT-PMTCT,24797,1069,15/04/16
HUN0217,NAKAYIMA CLINIC,KABIRIZI BAGWAANA GEORGE WILLY,DR KABIRIZI BAGWAANA GEORGE WILLY,"40,RIPPON GARDEN",,CENTRAL,JINJA,,,,,Medical,Out Patient ,,Yes,No,No,No,,25491,1294,26/05/16
HUN0036,NALUVULE MEDICAL CENTRE,SSERUBIRI PATRICK,DR KATUMBA PETER,"1028,WAKISO",,WAKISO,WAKISO,,,,,Medical and Dental ,Out Patient and In Patient ,10,Yes,Yes,No,No,"FP,IMMUN,MATERNITY",18643,55,25/01/16
HUN0048,NAMPUNGE CHURCH OF GOD HEALTH CENTRE,CHURCH OF GOD,DR BUWEMBO KAKANDE BADRU,,,,,NAMPUNGE,KAKIRI,BUSIRO NORTH,WAKISO,Medical,Out Patient and In Patient ,12,Yes,No,No,No,,24080,1267,04/05/16
HUN0050,NAMULABA HEALTH CENTRE,KALIBALA SAMUEL,DR KALIBALA SAMUEL,,,,,NAMULABA,NAGOJJE,WAGGALA,MUKONO,Medical,Out Patient and In Patient ,5,Yes,No,No,No,,20298,1730,14/07/16
HUN0052,NAMULONGE HEALTH CLINIC,OGWANG LUKOOTO CHRISTINE,DR OGWANG CHRISTINE LUKOOTO,,,,,GAYAZA,BUSUKUMA,NANGABO,WAKISO,Medical,Out Patient ,,Yes,No,No,No,,21383,569,22/03/16
HUN0053,NAMULUNDU MEDICAL CENTRE,OTENGHO PATRICK MAKANGA,DR OTENGHO PATRICK MAKANGA,,,,,BWEBAJJA,SISSA,BUSIRO,WAKISO,Medical,Out Patient and In Patient ,18,Yes,Yes,No,Yes,MATERNITY,18019,54,20/01/16
HUN0055,NAMUTAMBA HEALTH CENTRE III,UPMB,DHO MITYANA,,,,,NAMUTAMBA,BULERA,MITYANA,MITYANA,Medical,Out Patient and In Patient ,16,Yes,Yes,No,Yes,"IMMUNISATION,MCH",18944,122,04/02/16
HUN0056,NAMUTAMBA REHABILITATION CENTRE,NAMUTAMBA REHABILITATION,DHO,,,,,NAMUTAMBA,BULERA,MITYANA,MITYANA,Medical,Out Patient and In Patient ,35,No,No,No,Yes,PHYSIOTHERAPY,20284,1724,10/07/16
HUN0068,NASABA MEDICAL AND MATERNITY CENTRE,BABUMBA SARAH,DR LUKWATA SENTONGO HAFSA,,,,,"BUKERERE ROAD,SEETA",GOMA,,MUKONO,Maternity,Out Patient and In Patient ,3,Yes,No,No,No,"ANC,FP",18561,169,22/02/16
HUN0082,NAWANYANGO HEALTH CENTRE III,UCMB,DHO,,,,,NAWANYAGO,NAWANYAGO,BUZAAYA,KAMULI,Medical,Out Patient and In Patient ,22,Yes,Yes,No,Yes,,24580,723,26/04/16
HUN0083,NAZARETH DISPENSARY & MATERNITY CENTRE,UCMB,DHO,,,,,KANABULEMU,KYEBE,KAKUUTO,RAKAI,Medical,Out Patient and In Patient ,16,Yes,No,No,No,,24856,1078,15/04/16
HUN0088,NDAMA HEALTH CENTRE,UCMB,DHO,,,,,NDAMA,KEBISONI,RUBABO,RUKUNGIRI,Medical,Out Patient and In Patient ,15,Yes,No,No,Yes,,19860,409,20/03/16
HUN0097,NELSON MEDICAL SPECIALISTS,OWORI FRANCIS NELSON,DR OWORI FRANCIS NELSON,"106,KAMWOKYA",,CENTRAL,KAMPALA,,,,,Medical and Dental ,Out Patient and In Patient ,10,Yes,Yes,No,No,"FP,IMMUNISATION,THEATR",25008,873,22/03/16
HUN0203,NEPTUNE DENTAL CLINIC,BILLY ASHABA,DR ASHABA BILLY,NTINDA,NAKAWA,KAMPALA,KAMPALA,,,,,Dental ,Out Patient ,,No,Yes,No,No,,21357,546,22/03/16
HUN0109,NEW MOROTO NURSING HOME,OLILA WILFRED,DR OLILA WILFRED,,,,,"3,AROMA LANE",BAZA EAST,DOKOLO,LIRA,Medical,Out Patient ,5,Yes,No,No,No,,19879,437,22/03/16
HUN0110,NEW TOWN MEDICAL CENTRE MBALE,MUGONDI SAM GODFREY,DR MAKOBA GERALD INNOCENT,"1,UNION ROAD OFF IND.AVENU",,WANALE,MBALE,,,,,Medical,Out Patient ,6,Yes,Yes,No,No,,21414,560,22/03/16
HUN0135,NKURUBA HEALTH CENTRE III,BANYATEREZA SISTERS,DHO,,,,,NKURUBA,RUTEETE,BURAHYA,KABAROLE,Medical,Out Patient and In Patient ,33,Yes,No,No,No,"ANC,EPI,MAT,AIDS CLINI",24405,781,11/04/16
HUN0136,NNYANGE MEDICAL CENTRE,SENYONJO ENOCK,DR KYENGERA KISITU DAN,KAMPALA,,LUBAGA,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,,21729,630,22/03/16
HUN0138,NOAH'S ARK FAMILY CLINIC,NOAH'S ARK CHILDREN'S MINISTRY UGANDA,DHO,,,,,NSAMBWE,NAMA,MUKONO,MUKONO,Medical,Out Patient and In Patient ,20,Yes,Yes,No,Yes,"FP,MATERNITY",19618,342,09/03/16
HUN0154,NTIMBA HEALTH CLINIC,SERUYULU LIVINGSTONE,DR LUWEMBA MATHIAS,,,,,"PLOT 95, KIREKA",KIIRA,KYADONDO,WAKISO,Medical,Out Patient ,,Yes,No,No,No,,19791,422,18/03/16
HUN0156,NTINDA MEDICAL CENTRE,KASADHA TONY,DR KAKEETO BERNARD,"95, OLD MARKET STREET",,TOWN COUNCIL,IGANGA,,,,,Medical and Dental ,Out Patient and In Patient ,10,Yes,No,No,No,FP,25211,1223,04/05/16
HUN0013,NTOROKO MEDICAL CENTRE,DR SSENTAMU SIMON KADDU,DR SSENTAMU SIMON KADDU,KARUGUTU,,KARUGUTU,NTOROKO,,,,,Medical,Out Patient and In Patient ,10,Yes,No,No,Yes,IMMUNIZATION,19342,275,07/01/16
HUN0157,NTUNGAMO MEDICAL CENTRE,TWIZERIMANA HILLARY,DR TWIZERIMANA HILLARY,NTUNGAMO,,NTUNGAMO TOWN COUNCIL,NTUNGAMO,,,,,Medical,Out Patient ,5,Yes,Yes,No,No,FP,21634,1984,03/10/16
HUN0231,NUMES MEDICAL CENTRE,OPWONYA DAVID,DR OPWONYA DAVID,PLOT 15B,LABYEI,PURONGO,NWOYA,,,,,Medical and Dental ,Out Patient ,,Yes,Yes,No,No,FP,22074,1555,13/06/16
HUN0178,NYAKISHENYI HEALTH CENTRE,UCMB,DHO,,,,,NUMBA,KEBISONI,RUBABO,RUKUNGIRI,Medical,Out Patient and In Patient ,8,Yes,No,No,No,,19858,407,20/03/16
HUN0180,NYAMAYALWO MATERNITY AND CLINIC,MWANJE SARAH KIZZA,DR SSETAALA ALI,BALAGADDE RD,BUBAJJWE ZONE,KAWEMPE,KAMPALA,,,,,Maternity,Out Patient and In Patient ,10,Yes,Yes,No,No,"IMMUNIZATION,FP",21343,553,22/03/16
HUN0181,NYAMIGISA HEALTH CENTRE II,UCMB,DHO,,,,,NYAMIGISA,NYANGAHYA,BURULI,MASINDI,Medical,Out Patient ,10,Yes,No,No,No,,24783,1056,15/04/16
HUN0183,NYAMITANGA HEALTH UNIT II,UCMB,DHO,,,,,KIKAGATI ROAD,NYAMITANGA,,MBARARA,Medical,Out Patient ,2,Yes,No,No,No,,24780,807,26/04/16
HUN0185,NYAMWEGABIRA HEALTH CENTRE,UCMB,DHO,,,,,NYAMWEGABIRA,KIHIHI,KINKIIZI,KANUNGU,Medical,Out Patient and In Patient ,12,Yes,No,No,No,MATERNITY,19849,398,20/03/16
HUN0224,NYANGE GENERAL CLINIC,SSEKYANZI ADRIAN,DR MUTUMBA ROBERT,NABBINGO,,NSANGI,WAKISO,,,,,Medical and Dental ,Out Patient ,,Yes,Yes,No,No,FP,19746,368,18/03/16
HUN0188,NYARIEGI H/C II,UPMB,DHO,,,,,NYARIEGI,PANYANGO,JONAM,NEBBI,Medical,Out Patient ,80,Yes,Yes,No,No,,25091,941,15/04/16
HUN0197,NYONDO HEALTH CENTRE III,UCMB,DHO,,,,,NYONDO,BUSOBA,BUNGOKHO,MBALE,Medical,Out Patient and In Patient ,32,Yes,No,No,No,,24568,712,26/04/16
HUO0039,OLIVE MEDICAL CENTRE,DR LUBOGO DAVID,DR LUBOGO DAVID,NANSANA,GANDA ROAD,NANSANA MUNICIPAL COUNCIL,WAKISO,,,,,Medical,Out Patient ,,No,No,No,No,,18623,51,15/01/16
HUO0043,OPUL MEDICAL CLINIC,OIL PALM UGANDA LIMITED,DR SSEMAGANDA ELIJAH,BWENDERO,,BUJJUMBA,KALANGALA,,,,,Dental ,Out Patient and In Patient ,8,Yes,No,No,Yes,FP,12334,548,15/03/16
HUO0025,ORTHODONTIC CLINIC,WOLUKAU-WANAMBWA CHRISTINE ERINA NABETA,DR TOM MUTYABULE,"67, BUGANDA RD",,CENTRAL,KAMPALA,,,,,Dental ,Out Patient ,,Yes,Yes,No,No,,18385,209,23/02/16
HUO0039,OUR LADY OF LOURDES LOMINO HEALTH CENTRE III,UCMB,DHO,,,,,LUMINO,LUMINO,SAMIA BUGWE,BUSIA,Medical,Out Patient ,,Yes,No,No,No,,24567,711,26/04/16
HUO0038,OUR LADY OF LOURDES MULAGI HEALTH CENTRE,UCMB,DHO,,,,,MULAGI,BUSABA,BUSOLWE,BUTALEJA,Medical,Out Patient and In Patient ,20,Yes,No,No,Yes,,19827,374,20/03/16
HUO0040,OWEN MEDICAL CENTRE,NAMWOYO TUKEI ASAHEL,DR EKUNAIT OUMO JOHN,"74, ENEKU ROAD,SOROTI",,MUNICIPALITY,SOROTI,,,,,Medical,Out Patient and In Patient ,10,Yes,Yes,No,No,,24126,742,01/04/16
HUP0004,PACHORA HEALTH CENTRE III,CHURCH OF UGANDA NEBBI DIOCESE,DHO,,,,,WADELAI,PAKWINYO,,NEBBI,Medical,Out Patient and In Patient ,20,Yes,No,No,No,"OPD,ANC",25088,944,15/04/16
HUP0006,PADWOT-MIDYERE HEALTH CENTRE III,UPMB,DHO,,,,,MAMBA BOMA,KUCWINY,PADYERE,NEBBI,Medical,Out Patient and In Patient ,22,Yes,No,No,No,,25090,942,15/04/16
HUP0007,PAG MISSION HEALTH CENTRE IV,PENTECOSTAL ASSEMBLIES OF GOD-UGANDA,DR OLYEL EAGER,"1,TE-OBIA CENTRAL",,CENTRAL,LIRA,,,,,Medical,Out Patient and In Patient ,100,Yes,Yes,No,Yes,"THEATRE,ICU",19965,251,24/02/16
HUP0029,PARENTS MEDICAL AND EYE CARE CENTRE,NYATHIROMBO AMOS,DR NYATHIROMBO AMOS,,,,,EDIOFE TRADING CENTRE,PAJULI,VURRA,ARUA,Medical,Out Patient ,,No,No,No,No,FP,24215,960,22/03/16
HUP0126,PARENTS MEDICAL CENTRE,DR MUGISHA TRIFOHN,DR MUGISHA TRIFOHN,,,,,NTUNGAMO,RUHAAMA,,NTUNGAMO,Dental ,Out Patient and In Patient ,6,Yes,No,No,No,"FP,ANC,DELIVERIES",18040,3,05/01/16
HUP0110,PATIENCE CLINIC,NABWENJAKO JOSEPHINE,DR MADRAMA CHARLES,NSAMBYA,,MAKINDYE,KAMPALA,,,,,Medical,Out Patient ,2,No,No,No,No,FP,15044,730,25/03/16
HUP0034,PATIENCE LIFE GUARD CLINIC,NANDAWULA MARGARET,DR GYAGENDA JOSEPH OGAVU,,,,,NKUMBA,KATABI,BUSIRO,WAKISO,Medical,Out Patient ,,Yes,Yes,No,No,,21154,475,22/03/16
HUP0095,PEARL VIEW MEDICAL CENTRE,PEARL VIEW COMMUNITY BASED ORGANISATION,DHO,MUKONO,KIWANGA,GOMA,MUKONO,,,,,Medical and Dental ,Out Patient and In Patient ,28,Yes,No,No,No,,20249,617,22/03/16
HUP0057,PEOPLE'S MEDICAL CENTRE,NDUGGA FRANK,DR NALUMANSI BERNADETTE,,,,,BULAMU,NANGABO,KYADONDO,WAKISO,Medical,Out Patient and In Patient ,6,Yes,Yes,No,No,,21983,673,01/04/16
HUP0062,PERUSI HEALTH CENTRE III,NTULUME ALICE,DR NSENGIYUMVA JOSEPH,,,,,NAMASUBA,SABAGABO MASAJJA,MAKINDYE,WAKISO,Medical,Out Patient and In Patient ,8,Yes,No,No,No,,19247,235,22/02/16
HUP0116,PIONEER MEDICAL SERVICES YUMBE,PARIO ALDO JUSTIN,DR PARIO ALDO JUSTIN,ABIRIGA ROAD,,YUMBE TOWN COUNCIL,YUMBE,,,,,Medical,Out Patient and In Patient ,5,Yes,Yes,No,No,,24217,959,08/04/16
HUP0074,POLLY CARE MEDICAL CENTRE,TWESIIME INNOCENT,DR TWESIIME INNOCENT,RUBAARE TRADING CENTRE,,RUBAARE,NTUNGAMO,,,,,Medical,Out Patient ,,No,Yes,Yes,Yes,"FP,MATERNITY",25333,1416,25/05/16
HUP0077,POPE JOHN'S HOSPITAL ABER,UCMB,DHO,,,,,ATAPARA,ABER,OYAM,APAC,Hospital ,Out Patient and In Patient ,178,Yes,Yes,Yes,Yes,,24520,369,11/04/16
HUP0106,POTTER'S VILLAGE PAEDIATRIC AND NEONATAL UNIT,DIOCESE OF MUHABURA,DR HUGHES MICHEAL JOHN MINTO,"156,DIOCESE OF MUHABURA",,NOORTWARD,KISORO,,,,,Medical,Out Patient and In Patient ,26,Yes,No,No,No,IMMUNIZATION,18117,175,08/02/16
HUP0099,PRAISE GOD CLINIC,NAKAKEETO BETTY,DR SSEKYEWA A. DESMOND,NSAMBYA KEVINA,,MAKINDYE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,"FP,IMMUNIZATION,COUNS.",25470,1433,25/05/16
HUP0118,PREMIER MEDICAL CENTRE,DUKU FRED,DR DUKU FRED,"25,CROWFORD ROAD",,KAMULI TOWN COUNCIL,KAMULI,,,,,Dental ,Out Patient and In Patient ,8,Yes,Yes,No,No,"FP,MINOR THEATRE",20737,1880,19/08/16
HUP0102,PRIMARY HEALTH CARE KYARUMBA HEALTH CENTRE III,KASESE DIOCESE,DHO,,,,,KARWEMERA,KYARUMBA,,KASESE,Medical,Out Patient and In Patient ,20,Yes,No,No,No,,24563,708,26/04/16
HUP0082,PRINCETON CHILDREN'S MEDICAL CENTRE,NAKIMBUGWE FLAVIA GRACE,DR NAKIBUNGWE FLAVIA,"02,STURROCK RD",KOLOLO,CENTRAL,KAMPALA,,,,,Medical and Dental ,Out Patient and In Patient ,10,Yes,Yes,No,Yes,IMMUNIZATION,18775,84,03/02/16
HUP0117,PROVIDENCE MEDICAL CENTRE,KEITH BALEETA AND MUHWEZI RACHEAL,DR BALEETA KEITH M,BUNGA,,MAKINDYE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,FP,20808,1777,25/07/16
HUQ0022,QUALITY MEDICAL CENTRE,MULOWOOZA JUDE THADDEUS,DR. MULOWOOZA JUDE THADDEUS,"23,MPINDI ROAD",,NORTHERN DIVISION,IGANGA,,,,,Dental ,Out Patient and In Patient ,6,Yes,No,No,No,FP,19460,299,07/01/16
HUR0008,RAMBIA COMMUNITY MEDICAL CENTRE,RAMBIA-BAGUMA INTERGRATED ASSOCIATION,DHO,,,,,KYAMUKUBE,KATEBWA,BUNYANGABO,KABAROLE,Medical,Out Patient and In Patient ,6,Yes,No,No,No,"EPI,ANC,FP",22268,1670,30/06/16
HUR0009,RANA MEDICAL CENTRE,HABYARA EMMY,DR HABYARA EMMY,"3,JACKSON RD",WEST,MUNICIPALITY,JINJA,,,,,Medical,Out Patient and In Patient ,20,Yes,No,No,No,,21620,1978,29/09/16
HUR0146,RAPHA HEALTH CENTRE III,NAKASONGOLA RAPHA MEDICAL CENTRE LTD,DR NGOBI AGRREY BYANSI,KALUNGI,,SUB COUNTY,NAKASONGOLA,,,,,Medical,Out Patient and In Patient ,8,Yes,No,No,No,,21707,609,22/03/16
HUR0132,RAPHA MEDICAL INTERNATIONAL COMPANY LIMITED,RAPHA MEDICAL INTERNATIONAL CO. LTD,DR NAKYEYUNE JANE MARION,"13,JINJA",,"MPUMUDDE,NALUFENYA",JINJA,,,,,Medical,Out Patient and In Patient ,8,Yes,Yes,No,No,FP,25414,1401,25/05/16
HUR0015,RAY OF HOPE MEDICAL CENTRE,RAY OF HOPE MINISTRIES,DR BARUGAHARE JOHN M.,,,,,NTINDA,NAKAWA,KYADONDO,KAMPALA,Medical,Out Patient and In Patient ,7,Yes,Yes,No,No,,19920,214,22/02/16
HUR0134,RAY OF HOPE MEDICAL CENTRE,RAY OF HOPE MINISTRIES,DR KABABA LUBAYA DOMINIQUE,KAKIRI,,WAKISO TOWN COUNCIL,WAKISO,,,,,Medical and Dental ,Out Patient and In Patient ,4,Yes,No,No,No,"FP,IMMUNIZATION",19921,214,22/02/16
HUR0017,REACH-OUT MBUYA PARISH HIV/AIDS,UCMB,DHO,,MBUYA II,NAKAWA,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,Yes,,24868,1090,15/04/16
HUR0029,REUBEN CLINIC KANSANGA MIRACLE CENTRE,KANSANGA MIRACLE CENTRE,DR KALINDA FIONA MAUREEN,KANSANGA,,MAKINDYE,KAMPALA,,,,,Medical,Out Patient ,2,Yes,Yes,No,No,FP,25538,1483,22/05/16
HUR0144,RHEMA MEDICAL CENTRE KOBOKO,DEBO RONALD,DR KAGGWA NORBERT,"PLOT 5,BUS PARK ROAD",,KOBOKO TOWN COUNCIL,KOBOKO,,,,,Medical,Out Patient and In Patient ,10,Yes,Yes,No,No,,24209,958,22/03/16
HUR0036,RIFT VALLEY MEDICAL CENTRE,ARIGANYIRA JOHN,DR AMPEIRE IMMACULATE,"786,BLOCK 273, NAMASUBA",,MAKINDYE,KAMPALA,,,,,Medical,Out Patient and In Patient ,10,Yes,No,No,No,FP,18518,159,12/02/16
HUR0116,RITE MEDIC CLINIC,MUTUMBA RAJAB,DR KAJUBI RICHARD,"1099,MUTUNGO RD",KITINTALE,NAKAWA,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,FP,20287,1727,10/07/16
HUR0045,ROBIDIRE HEALTH CENTRE III,UCMB,DHO,,,,,ROBIDIRE,ADROPI,EAST MOYO,ADJUMANI,Medical,Out Patient and In Patient ,49,Yes,No,No,No,,24408,776,11/04/16
HUR0051,ROOFINGS ROLLING MILLS LTD,ROOFING ROLLING MILLS,DR KIMULI KASOZI IBRAHIM,"406,NANTABULIRWA",,GOMA,MUKONO,,,,,Medical,Out Patient ,,Yes,No,No,Yes,,21213,607,22/03/16
HUR0142,ROSEMARY MEMORIAL CLINIC,OPIO NICHOLAS BUNGA,DR EMER MATHEW,AKOREMOR,,INOMO,APAC,,,,,Medical,Out Patient ,,Yes,No,No,No,MATERNITY,18884,108,28/01/16
HUR0066,RUBANDA HEALTH CENTRE,UCMB,DHO,,,,,NYARUHANGA,IKUMBA,RUBANDA,KABALE,Medical,Out Patient and In Patient ,35,Yes,No,No,Yes,,19839,388,20/03/16
HUR0073,RUGAZI MISSION HEALTH CENTRE II,UCMB,DHO,,,,,RUGAZI,RYERU,BUNYARUGURU,RUBIRIZI,Maternity,Out Patient and In Patient ,17,Yes,No,No,No,"ANC, EPI",24427,804,11/04/16
HUR0075,RUHARO MISSION HOSPITAL,UPMB,DHO,FORT PORTAL RD,RUHARO,KAMUKUZI,MBARARA,,,,,Hospital ,Out Patient and In Patient ,100,Yes,Yes,No,Yes,MATERNITY,24018,1215,28/04/16
HUR0083,RUSHOROZA HEALTH CENTRE,UCMB,DHO,,,,,RUSHOROZA,KABALE MUNICIPALITY,KABALE MUNICIPALITY,KABALE,Medical,Out Patient and In Patient ,36,Yes,No,No,Yes,,19847,396,20/03/16
HUR0086,RUTH MEDICAL CENTRE,NASSAAZI RUTH,DR SSEBADDUKA PETER,SALAAMA,,MAKINDYE,KAMPALA,,,,,Medical,Out Patient ,,No,No,No,No,,21340,551,22/03/16
HUR0087,RUTOOMA HEALTH CENTRE,UCMB,DHO,,,,,RUTOOMA,BUHUNGA,BUJUMBURA,RUKUNGIRI,Medical,Out Patient ,6,Yes,No,No,No,,19854,403,20/03/16
HUR0096,RWANYENA HEALTH CENTRE II,UCMB,DHO,,,,,RWANYENA,RUBAYA,NDORWA,KABALE,Medical,Out Patient and In Patient ,6,Yes,No,No,No,MATERNAL HEALTH SERV,19844,393,20/03/16
HUR0098,RWENGIRI HEALTH CENTRE III,UCMB,DHO,,,,,RWENGIRI,BUGANGARI,RUJUMBURA,RUKUNGIRI,Medical,Out Patient and In Patient ,12,Yes,No,No,No,,19857,406,20/03/16
HUR0107,RWIBAALE HEALTH CENTRE III,BANYATEREZA SISTERS,DHO,,,,,RWIBALE,KIHURA,KYAKA,KYENJOJO,Medical,Out Patient and In Patient ,36,Yes,No,No,No,"ANC,EPI,AIDS CLINIC",24409,785,11/04/16
HUS0030,SANTA MARIA MEDICARE MITYANA,MUGAMBE F. PAUL,DR MUGAMBE PAUL F,"26-28, BAKUNGA GARDENS",,MITYANA TOWN COUNCIL,MITYANA,,,,,Medical and Dental ,Out Patient and In Patient ,10,Yes,No,No,No,"FP,EPI,PALLIATIVE CARE",24363,6235,11/04/16
HUS0557,SAS CLINIC - LWEZA,SAVANNAH SUNRISE LIMITED,DR KAMOGA KIBUUKA GODFREY,SSABAGABO,,MAKINDYE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,FP,25467,1432,25/05/16
HUS0042,SAS DENTAL CLINIC,KAISA GRACE,DR KAISA GRACE,"76,SHOAL HOUSE,KAMPALA RD",,CENTRAL,KAMPALA,,,,,Medical,Out Patient and In Patient ,8,Yes,Yes,No,No,"DISPENSING UNIT,PHYSIO",19299,247,24/02/16
HUS0612,SDI MUKONO,MUBIRU JOSEPH,DR MUBIRU JOSEPH,MUKONO,,MUKONO TOWN COUNCIL,MUKONO,,,,,Dental ,Out Patient ,,No,No,No,No,,19282,243,24/02/16
HUS0056,SENAROD MEDICAL & DIOS DENTAL CENTRE,SEKULIMA ROGERS,DR SEKULIMA ROGERS,"KYADONDO RD, NTINDA",BUYE II,NAKAWA,KAMPALA,,,,,Medical and Dental ,Out Patient ,1,Yes,No,No,No,"FP,IMMUNIZATION",22086,1565,13/06/16
HUS0582,SENGE MEDICAL CLINIC,NDOMEIRWE ISABELLA NAMARA,DR TWINOMUJUNI CYPRIAN,SENGE,,MENDE,WAKISO,,,,,Medical,Out Patient ,,Yes,No,No,No,,20000,255,02/03/16
HUS0642,SENYONJO HEALTH CENTRE,AKAMBYE FAITH BASED ORGANISATION,DHO,,,,,KISOZI TOWN COUNCIL,KISOZI,,KAMULI,Medical,Out Patient and In Patient ,10,Yes,Yes,No,No,"FP,IMMUNIZATION",18052,1862,14/12/15
HUS0058,SERENITY MEDICAL CENTRE,SERENITY MEDICAL CENTRE,DR NSHEMERIRWE SYLVIA,KABULAMULIRO,,SSISA,WAKISO,,,,,7,Out Patient and In Patient ,30,No,No,No,Yes,REHABILITATION CENTRE,18986,128,08/02/16
HUS0063,SHALOM DOCTORS CENTRE,SHALOM DOCTORS CENTRE LTD,DR NABUKEERA NICOLETTE,"992, KITANTE NORTH RD","KIBBIRI,MULAGO",KAWEMPE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,,21977,666,01/04/16
HUS0634,SHEEMA COMMUNITY HEALTH CENTRE,SHEEMA MUSLIM COMMUNITY,DHO,ITENDERO,,KAGANGO,SHEEMA,,,,,Medical,Out Patient and In Patient ,5,Yes,No,No,No,"FP,IMMUN,COUNSELLING",18425,40,12/01/16
HUS0563,SHOW MERCY INTERNATIONAL,SHOW MERCY INTERNATIONAL,DHO,KITOOKE,,MENDE,WAKISO,,,,,Medical,Out Patient ,,Yes,No,No,No,FP,25083,936,15/04/16
HUS0079,SHUHADAA HEALTH CENTRE,MBAZIRA ADAM & KATEREGGA SWALEHE,DR KYAKULAGA MOSES,KALANGALA,,KALANGALA TOWN COUNCIL,KALANGALA,,,,,Medical and Dental ,Out Patient and In Patient ,5,Yes,No,No,No,"FP,IMMUNIZATION",19658,356,04/03/16
HUS0004,SM MEDICAL CLINIC,MATOVU STEPHEN MUWONGE,DR MATOVU STEPHEN MUWONGE,,,,,NANSANA,NABWERU,KYADONDO,WAKISO,Medical and Dental ,Out Patient and In Patient ,8,Yes,Yes,No,No,,23972,1763,25/07/16
HUS0095,SMILE DENTAL CLINIC,SMILE HEALTH SERVICES LIMITED,DR AYESIGA SAVINO,STANLEY RD,KAMAKUZI,KAMAKUZI,MBARARA,,,,,Dental ,Out Patient ,,No,Yes,No,No,,25435,1418,25/05/16
HUS0651,SOROTI JOINT MEDICAL SERVICES LTD,EPODOI JOSEPH,DR EPODOI JOSEPH,"30, GWERI RD",SOROTI,MUNICIPALITY,SOROTI,,,,,Medical,Out Patient and In Patient ,10,Yes,Yes,No,No,,21386,566,22/03/16
HUS0107,SOROTI MEDICAL ASSOCIATES NURSING HOME,ENGULU WILLIAM MARTIN,DR ENGULU WILLIAM MARTIN,"20, LIRA ROAD",,WESTERN,SOROTI,,,,,Medical,Out Patient and In Patient ,10,Yes,Yes,No,No,"MCH,ART",24511,764,01/04/16
HUS0111,SOS HERMAN GMEINER,SOS KAKIRI CHILDREN'S VILLAGE,DHO,,,,,KAKIRI,KAKIRI,KAKIRI,WAKISO,Medical and Dental ,Out Patient ,,Yes,No,No,No,,25013,872,11/04/16
