"country","major_cost_category","program_area","year","expenditures","cost_category"
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2013,3402,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2013,52075,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2013,39230,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2013,90425,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2013,0,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2013,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2013,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2013,0,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2013,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2013,0,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2013,0,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2013,0,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2013,0,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2013,0,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2013,0,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2013,0,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2013,0,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2013,0,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2013,0,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2013,0,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2013,0,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2013,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2013,0,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2013,5083,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,7111,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,2783,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,4377,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2013,2026,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2013,12482,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2013,4922,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2013,15468,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2013,2855,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2013,9741,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2013,7048,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2013,42454,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2013,0,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,36663,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,7313,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,169874,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,813,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,2331,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,8150,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,260800,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,89910,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,97141,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,71638,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,276590,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,17370,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,42079,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,293676,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,28186,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,10794,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,37015,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,77495,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,43404,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,493,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,26430,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2013,54871,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,483,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,914,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,120611,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,102,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,81572,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,27298,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,25461,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,8892,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,154,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,1660,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,9836,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,8715,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,9741,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,17809,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,53218,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,11600,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,8875,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2013,17720,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2013,113404,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2013,5935,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2013,0,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2013,8833,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2013,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,284647,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,7281,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,5791,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,525220,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,230643,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,9306,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,141232,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2013,220768,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2013,447124,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2013,28963,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2013,54476,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2013,516150,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2013,92804,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2013,17457,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2013,59543,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2013,319022,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2013,71355,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2013,15023,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2013,34118,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2013,0,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2013,77570,Other General & Administrative
Uganda,Investment,Medication Assisted Therapy,2013,0,Training (in-service)
Uganda,Investment,Medication Assisted Therapy,2013,0,Construction & renovation
Uganda,Investment,Medication Assisted Therapy,2013,0,Vehicles
Uganda,Investment,Medication Assisted Therapy,2013,0,Equipment and furniture
Uganda,Investment,Medication Assisted Therapy,2013,0,Other investment expenditures
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Personnel
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Non-ARV drugs and reagents
Uganda,Recurrent,Medication Assisted Therapy,2013,0,HIV Test Kits
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Condoms
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Other supplies
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Food Supplements
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Building rental and Utilities
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Travel / Transport
Uganda,Recurrent,Medication Assisted Therapy,2013,0,Other site recurrent expenditures
Uganda,Program Management,Medication Assisted Therapy,2013,0,Personnel
Uganda,Program Management,Medication Assisted Therapy,2013,0,Consultants (External)
Uganda,Program Management,Medication Assisted Therapy,2013,0,Transport & Travel
Uganda,Program Management,Medication Assisted Therapy,2013,0,Other General & Administrative
Uganda,Strategic Information,Medication Assisted Therapy,2013,0,Personnel
Uganda,Strategic Information,Medication Assisted Therapy,2013,0,Consultants (External)
Uganda,Strategic Information,Medication Assisted Therapy,2013,0,Transport & Travel
Uganda,Strategic Information,Medication Assisted Therapy,2013,0,Other General & Administrative
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2013,0,Personnel
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2013,0,Consultants (External)
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2013,0,Transport & Travel
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2013,0,Construction & renovation
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2013,0,Other General & Administrative
Uganda,Recurrent,Surveillance,2013,15860,Personnel
Uganda,Recurrent,Surveillance,2013,7574,Consultants (External)
Uganda,Recurrent,Surveillance,2013,97583,Transport & Travel
Uganda,Recurrent,Surveillance,2013,209159,Other General & Administrative
Uganda,Program Management,Surveillance,2013,0,Personnel
Uganda,Program Management,Surveillance,2013,0,Consultants (External)
Uganda,Program Management,Surveillance,2013,0,Transport & Travel
Uganda,Program Management,Surveillance,2013,0,Other General & Administrative
Uganda,Health Systems Strengthening,Surveillance,2013,0,Personnel
Uganda,Health Systems Strengthening,Surveillance,2013,0,Consultants (External)
Uganda,Health Systems Strengthening,Surveillance,2013,0,Transport & Travel
Uganda,Health Systems Strengthening,Surveillance,2013,0,Construction & renovation
Uganda,Health Systems Strengthening,Surveillance,2013,0,Other General & Administrative
Uganda,Program Management,Other cross-cutting activities,2013,7516348,Other cross-cutting
Uganda,Strategic Information,Other cross-cutting activities,2013,544505,Other cross-cutting
Uganda,Health Systems Strengthening,Other cross-cutting activities,2013,17842408,Other cross-cutting
